container_id,vessel_id,container_size_type,weight_mt,container_status,destination_zone_id,priority,handling_requirement,synthetic
SYN-CONT-000199,00000000-0000-0000-0000-0000000003ea,20GP,19.4,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000200,00000000-0000-0000-0000-0000000003ea,40HC,12.1,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-000201,00000000-0000-0000-0000-0000000003ea,40HC,12.3,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000202,00000000-0000-0000-0000-0000000003ea,40GP,14.7,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000203,00000000-0000-0000-0000-0000000003ea,20GP,27.7,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000204,00000000-0000-0000-0000-0000000003ea,40GP,16.5,inbound,00000000-0000-0000-0000-00000000012d,normal,hazardous,True
SYN-CONT-000205,00000000-0000-0000-0000-0000000003ea,40GP,26.2,inbound,00000000-0000-0000-0000-00000000012d,normal,hazardous,True
SYN-CONT-000206,00000000-0000-0000-0000-0000000003ea,40RF,9.0,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-000207,00000000-0000-0000-0000-0000000003ea,40GP,21.7,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000208,00000000-0000-0000-0000-0000000003ea,40RF,13.3,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000209,00000000-0000-0000-0000-0000000003ea,40HC,28.3,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000210,00000000-0000-0000-0000-0000000003ea,40HC,30.1,inbound,00000000-0000-0000-0000-00000000012f,normal,hazardous,True
SYN-CONT-000211,00000000-0000-0000-0000-0000000003ea,40HC,19.3,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-000212,00000000-0000-0000-0000-0000000003ea,40GP,26.0,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-000213,00000000-0000-0000-0000-0000000003ea,40HC,22.4,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000214,00000000-0000-0000-0000-0000000003ea,20GP,27.2,inbound,00000000-0000-0000-0000-00000000012e,normal,hazardous,True
SYN-CONT-000215,00000000-0000-0000-0000-0000000003ea,20GP,14.1,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000216,00000000-0000-0000-0000-0000000003ea,40GP,10.1,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000217,00000000-0000-0000-0000-0000000003ea,40RF,27.9,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000218,00000000-0000-0000-0000-0000000003ea,40RF,9.2,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000219,00000000-0000-0000-0000-0000000003ea,40HC,16.7,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000220,00000000-0000-0000-0000-0000000003ea,40HC,8.6,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000221,00000000-0000-0000-0000-0000000003ea,40HC,11.1,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000222,00000000-0000-0000-0000-0000000003ea,40RF,23.7,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000223,00000000-0000-0000-0000-0000000003ea,40RF,18.1,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000224,00000000-0000-0000-0000-0000000003ea,20GP,13.8,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-000225,00000000-0000-0000-0000-0000000003ea,40RF,10.5,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-000226,00000000-0000-0000-0000-0000000003ea,40GP,10.7,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-000227,00000000-0000-0000-0000-0000000003ea,40RF,22.4,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000228,00000000-0000-0000-0000-0000000003ea,40RF,9.4,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-000229,00000000-0000-0000-0000-0000000003ea,20GP,20.9,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-000230,00000000-0000-0000-0000-0000000003ea,40GP,17.7,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000231,00000000-0000-0000-0000-0000000003ea,40HC,20.8,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-000232,00000000-0000-0000-0000-0000000003ea,20GP,29.9,inbound,00000000-0000-0000-0000-00000000012c,normal,hazardous,True
SYN-CONT-000233,00000000-0000-0000-0000-0000000003ea,20GP,27.6,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000234,00000000-0000-0000-0000-0000000003ea,40RF,30.1,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-000235,00000000-0000-0000-0000-0000000003ea,20GP,25.7,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000236,00000000-0000-0000-0000-0000000003ea,40GP,25.4,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000237,00000000-0000-0000-0000-0000000003ea,40HC,9.0,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000238,00000000-0000-0000-0000-0000000003ea,40HC,26.7,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000239,00000000-0000-0000-0000-0000000003ea,40RF,30.1,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-000240,00000000-0000-0000-0000-0000000003ea,40GP,9.4,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-000241,00000000-0000-0000-0000-0000000003ea,20GP,12.5,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-000242,00000000-0000-0000-0000-0000000003ea,20GP,29.0,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000243,00000000-0000-0000-0000-0000000003ea,40RF,30.3,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000244,00000000-0000-0000-0000-0000000003ea,40RF,13.7,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000245,00000000-0000-0000-0000-0000000003ea,40GP,16.0,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000246,00000000-0000-0000-0000-0000000003ea,40HC,10.8,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000247,00000000-0000-0000-0000-0000000003ea,40RF,28.0,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000248,00000000-0000-0000-0000-0000000003ea,40RF,28.1,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-000249,00000000-0000-0000-0000-0000000003ea,40HC,19.2,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-000250,00000000-0000-0000-0000-0000000003ea,40HC,14.0,inbound,00000000-0000-0000-0000-00000000012c,normal,hazardous,True
SYN-CONT-000251,00000000-0000-0000-0000-0000000003ea,40RF,9.8,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000252,00000000-0000-0000-0000-0000000003ea,40GP,14.6,inbound,00000000-0000-0000-0000-00000000012c,normal,hazardous,True
SYN-CONT-000253,00000000-0000-0000-0000-0000000003ea,20GP,22.9,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000254,00000000-0000-0000-0000-0000000003ea,40RF,21.6,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-000255,00000000-0000-0000-0000-0000000003ea,40GP,15.9,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000256,00000000-0000-0000-0000-0000000003ea,40HC,30.5,inbound,00000000-0000-0000-0000-00000000012e,normal,hazardous,True
SYN-CONT-000257,00000000-0000-0000-0000-0000000003ea,20GP,23.1,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-000258,00000000-0000-0000-0000-0000000003ea,40HC,26.0,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-000259,00000000-0000-0000-0000-0000000003ea,40GP,11.2,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000260,00000000-0000-0000-0000-0000000003ea,40RF,8.8,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000261,00000000-0000-0000-0000-0000000003ea,40GP,16.1,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000262,00000000-0000-0000-0000-0000000003ea,20GP,11.5,inbound,00000000-0000-0000-0000-00000000012f,normal,hazardous,True
SYN-CONT-000263,00000000-0000-0000-0000-0000000003ea,40HC,18.0,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000264,00000000-0000-0000-0000-0000000003ea,40GP,16.3,inbound,00000000-0000-0000-0000-00000000012e,normal,hazardous,True
SYN-CONT-000265,00000000-0000-0000-0000-0000000003ea,40HC,29.6,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000266,00000000-0000-0000-0000-0000000003ea,40GP,19.6,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000267,00000000-0000-0000-0000-0000000003ea,20GP,25.4,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000268,00000000-0000-0000-0000-0000000003ea,40RF,12.8,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000269,00000000-0000-0000-0000-0000000003ea,40HC,12.5,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000270,00000000-0000-0000-0000-0000000003ea,20GP,11.9,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000271,00000000-0000-0000-0000-0000000003ea,40RF,30.4,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000272,00000000-0000-0000-0000-0000000003ea,40HC,24.0,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000273,00000000-0000-0000-0000-0000000003ea,40HC,27.2,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000274,00000000-0000-0000-0000-0000000003ea,40GP,19.4,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000275,00000000-0000-0000-0000-0000000003ea,40GP,13.3,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-000276,00000000-0000-0000-0000-0000000003ea,20GP,20.5,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000277,00000000-0000-0000-0000-0000000003eb,40RF,26.1,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000278,00000000-0000-0000-0000-0000000003eb,40GP,27.9,inbound,00000000-0000-0000-0000-00000000012c,normal,hazardous,True
SYN-CONT-000279,00000000-0000-0000-0000-0000000003eb,40HC,30.5,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000280,00000000-0000-0000-0000-0000000003eb,40RF,19.8,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-000281,00000000-0000-0000-0000-0000000003eb,20GP,29.9,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000282,00000000-0000-0000-0000-0000000003eb,20GP,18.5,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000283,00000000-0000-0000-0000-0000000003eb,40HC,27.8,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000284,00000000-0000-0000-0000-0000000003eb,40GP,17.7,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000285,00000000-0000-0000-0000-0000000003eb,20GP,11.4,inbound,00000000-0000-0000-0000-00000000012d,normal,hazardous,True
SYN-CONT-000286,00000000-0000-0000-0000-0000000003eb,40GP,29.0,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-000287,00000000-0000-0000-0000-0000000003eb,40HC,28.1,inbound,00000000-0000-0000-0000-00000000012c,normal,hazardous,True
SYN-CONT-000288,00000000-0000-0000-0000-0000000003eb,40HC,22.3,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000289,00000000-0000-0000-0000-0000000003eb,40HC,22.1,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000290,00000000-0000-0000-0000-0000000003eb,20GP,22.4,inbound,00000000-0000-0000-0000-000000000130,normal,hazardous,True
SYN-CONT-000291,00000000-0000-0000-0000-0000000003eb,40GP,22.8,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000292,00000000-0000-0000-0000-0000000003eb,40HC,8.9,inbound,00000000-0000-0000-0000-00000000012c,normal,hazardous,True
SYN-CONT-000293,00000000-0000-0000-0000-0000000003eb,20GP,29.3,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000294,00000000-0000-0000-0000-0000000003eb,40HC,25.3,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-000295,00000000-0000-0000-0000-0000000003eb,20GP,28.0,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000296,00000000-0000-0000-0000-0000000003eb,40HC,18.9,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000297,00000000-0000-0000-0000-0000000003eb,40RF,14.7,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000298,00000000-0000-0000-0000-0000000003eb,20GP,17.9,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-000299,00000000-0000-0000-0000-0000000003eb,40RF,12.6,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000300,00000000-0000-0000-0000-0000000003eb,40GP,27.4,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000301,00000000-0000-0000-0000-0000000003eb,40HC,10.9,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-000302,00000000-0000-0000-0000-0000000003eb,20GP,13.4,inbound,00000000-0000-0000-0000-00000000012c,normal,standard,True
SYN-CONT-000303,00000000-0000-0000-0000-0000000003eb,40HC,13.6,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000304,00000000-0000-0000-0000-0000000003eb,20GP,29.3,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000305,00000000-0000-0000-0000-0000000003eb,40RF,13.6,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000306,00000000-0000-0000-0000-0000000003eb,40HC,24.2,inbound,00000000-0000-0000-0000-00000000012d,normal,hazardous,True
SYN-CONT-000307,00000000-0000-0000-0000-0000000003eb,40GP,30.4,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-000308,00000000-0000-0000-0000-0000000003eb,40RF,27.8,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-000309,00000000-0000-0000-0000-0000000003eb,20GP,29.3,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000310,00000000-0000-0000-0000-0000000003eb,40RF,29.8,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-000311,00000000-0000-0000-0000-0000000003eb,40HC,9.1,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-000312,00000000-0000-0000-0000-0000000003eb,40RF,14.4,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000313,00000000-0000-0000-0000-0000000003eb,20GP,11.0,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-000314,00000000-0000-0000-0000-0000000003eb,40HC,16.2,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-000315,00000000-0000-0000-0000-0000000003eb,20GP,20.6,inbound,00000000-0000-0000-0000-00000000012e,normal,hazardous,True
SYN-CONT-000316,00000000-0000-0000-0000-0000000003eb,40HC,16.7,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-000317,00000000-0000-0000-0000-0000000003eb,40HC,23.3,inbound,00000000-0000-0000-0000-00000000012c,normal,hazardous,True
SYN-CONT-000318,00000000-0000-0000-0000-0000000003eb,40GP,16.9,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000319,00000000-0000-0000-0000-0000000003eb,40HC,12.5,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000320,00000000-0000-0000-0000-0000000003eb,40RF,19.3,inbound,00000000-0000-0000-0000-00000000012c,normal,reefer,True
SYN-CONT-000321,00000000-0000-0000-0000-0000000003eb,20GP,24.1,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-000322,00000000-0000-0000-0000-0000000003eb,40RF,11.4,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000323,00000000-0000-0000-0000-0000000003eb,40GP,29.0,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000324,00000000-0000-0000-0000-0000000003eb,40GP,30.3,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000325,00000000-0000-0000-0000-0000000003eb,40HC,15.6,inbound,00000000-0000-0000-0000-000000000130,normal,hazardous,True
SYN-CONT-000326,00000000-0000-0000-0000-0000000003eb,40RF,23.9,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-000327,00000000-0000-0000-0000-0000000003eb,40RF,26.4,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-000328,00000000-0000-0000-0000-0000000003eb,40HC,30.0,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000329,00000000-0000-0000-0000-0000000003eb,40HC,21.4,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000330,00000000-0000-0000-0000-0000000003eb,40GP,21.1,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-000331,00000000-0000-0000-0000-0000000003eb,40RF,11.3,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000332,00000000-0000-0000-0000-0000000003eb,40GP,20.9,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000333,00000000-0000-0000-0000-0000000003eb,20GP,8.4,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000334,00000000-0000-0000-0000-0000000003eb,40RF,11.4,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000335,00000000-0000-0000-0000-0000000003eb,40GP,19.3,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000336,00000000-0000-0000-0000-0000000003eb,40RF,27.6,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-000337,00000000-0000-0000-0000-0000000003eb,20GP,19.7,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-000338,00000000-0000-0000-0000-0000000003eb,40HC,19.8,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-000339,00000000-0000-0000-0000-0000000003eb,40GP,28.5,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-000340,00000000-0000-0000-0000-0000000003eb,40HC,21.7,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-000341,00000000-0000-0000-0000-0000000003eb,40GP,20.6,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-000342,00000000-0000-0000-0000-0000000003eb,40HC,23.9,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000343,00000000-0000-0000-0000-0000000003eb,40RF,15.1,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-000344,00000000-0000-0000-0000-0000000003eb,40HC,10.7,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000345,00000000-0000-0000-0000-0000000003eb,40RF,28.2,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-000346,00000000-0000-0000-0000-0000000003eb,40HC,14.5,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-000347,00000000-0000-0000-0000-0000000003eb,20GP,28.8,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-000348,00000000-0000-0000-0000-0000000003eb,40HC,12.8,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-000349,00000000-0000-0000-0000-0000000003eb,40HC,23.7,inbound,00000000-0000-0000-0000-00000000012d,normal,hazardous,True
SYN-CONT-000350,00000000-0000-0000-0000-0000000003eb,20GP,24.7,inbound,00000000-0000-0000-0000-00000000012d,normal,hazardous,True
